test_cb_4,maximin,0.40795397758483887,01/29/2024, 23:05:30
test_cb_4,maximin,0.10693717002868652,01/29/2024, 23:05:30
test_cb_4,maximin,0.08957624435424805,01/29/2024, 23:05:30
test_cb_4,maximin,0.08027791976928711,01/29/2024, 23:05:30
test_cb_4,maximin,0.1260371208190918,01/29/2024, 23:05:30
test_cb_4,maximin,0.31955790519714355,01/29/2024, 23:05:34
test_cb_4,maximin,0.2257850170135498,01/29/2024, 23:05:34
test_cb_4,maximin,0.32535409927368164,01/29/2024, 23:05:34
test_cb_4,maximin,0.22838091850280762,01/29/2024, 23:05:34
test_cb_4,maximin,0.36792802810668945,01/29/2024, 23:05:35
test_cb_4,maximin,0.46549105644226074,01/29/2024, 23:05:39
test_cb_4,maximin,0.33528804779052734,01/29/2024, 23:05:39
test_cb_4,maximin,0.4876232147216797,01/29/2024, 23:05:40
test_cb_4,maximin,0.5072028636932373,01/29/2024, 23:05:40
test_cb_4,maximin,0.3797461986541748,01/29/2024, 23:05:41
test_cb_4,leximin,0.41092586517333984,01/29/2024, 23:06:33
test_cb_4,leximin,0.4402320384979248,01/29/2024, 23:06:34
test_cb_4,leximin,0.3109750747680664,01/29/2024, 23:06:34
test_cb_4,leximin,0.45093798637390137,01/29/2024, 23:06:34
test_cb_4,leximin,0.32965898513793945,01/29/2024, 23:06:35
test_cb_4,leximin,0.7120630741119385,01/29/2024, 23:06:40
test_cb_4,leximin,0.7461602687835693,01/29/2024, 23:06:40
test_cb_4,leximin,1.127873182296753,01/29/2024, 23:06:41
test_cb_4,leximin,0.8439028263092041,01/29/2024, 23:06:42
test_cb_4,leximin,1.0538511276245117,01/29/2024, 23:06:43
test_cb_4,leximin,1.6069819927215576,01/29/2024, 23:06:49
test_cb_4,leximin,1.4253818988800049,01/29/2024, 23:06:51
test_cb_4,leximin,1.4926300048828125,01/29/2024, 23:06:52
test_cb_4,leximin,1.0359888076782227,01/29/2024, 23:06:53
test_cb_4,leximin,1.2165403366088867,01/29/2024, 23:06:55
test_cb_4,goldilocks,0.07889699935913086,01/29/2024, 23:09:21
test_cb_4,goldilocks,0.06413435935974121,01/29/2024, 23:09:22
test_cb_4,goldilocks,0.0641939640045166,01/29/2024, 23:09:22
test_cb_4,goldilocks,0.06334686279296875,01/29/2024, 23:09:22
test_cb_4,goldilocks,0.06690311431884766,01/29/2024, 23:09:22
test_cb_4,goldilocks,0.1094510555267334,01/29/2024, 23:09:27
test_cb_4,goldilocks,0.10643196105957031,01/29/2024, 23:09:27
test_cb_4,goldilocks,0.1144869327545166,01/29/2024, 23:09:28
test_cb_4,goldilocks,0.14310932159423828,01/29/2024, 23:09:28
test_cb_4,goldilocks,0.11077094078063965,01/29/2024, 23:09:29
test_cb_4,goldilocks,0.12244486808776855,01/29/2024, 23:09:33
test_cb_4,goldilocks,0.15475893020629883,01/29/2024, 23:09:34
test_cb_4,goldilocks,0.20051789283752441,01/29/2024, 23:09:35
test_cb_4,goldilocks,0.16050505638122559,01/29/2024, 23:09:36
test_cb_4,goldilocks,0.13861298561096191,01/29/2024, 23:09:37
test_cb_4,minimax,0.22088909149169922,01/29/2024, 23:10:12
test_cb_4,minimax,0.1342630386352539,01/29/2024, 23:10:12
test_cb_4,minimax,0.11861205101013184,01/29/2024, 23:10:13
test_cb_4,minimax,0.13420677185058594,01/29/2024, 23:10:13
test_cb_4,minimax,0.13796091079711914,01/29/2024, 23:10:13
test_cb_4,minimax,0.2884674072265625,01/29/2024, 23:10:17
test_cb_4,minimax,0.23517990112304688,01/29/2024, 23:10:17
test_cb_4,minimax,0.23883318901062012,01/29/2024, 23:10:18
test_cb_4,minimax,0.2961428165435791,01/29/2024, 23:10:18
test_cb_4,minimax,0.2679429054260254,01/29/2024, 23:10:18
test_cb_4,minimax,0.3695390224456787,01/29/2024, 23:10:22
test_cb_4,minimax,0.35070300102233887,01/29/2024, 23:10:23
test_cb_4,minimax,0.4488680362701416,01/29/2024, 23:10:23
test_cb_4,minimax,0.4484076499938965,01/29/2024, 23:10:23
test_cb_4,minimax,0.41812610626220703,01/29/2024, 23:10:24
test_cb_4,minimax,0.2194230556488037,01/29/2024, 23:11:02
test_cb_4,minimax,0.1104271411895752,01/29/2024, 23:11:02
test_cb_4,minimax,0.11655783653259277,01/29/2024, 23:11:02
test_cb_4,minimax,0.11686873435974121,01/29/2024, 23:11:02
test_cb_4,minimax,0.1255171298980713,01/29/2024, 23:11:02
test_cb_4,minimax,0.27895021438598633,01/29/2024, 23:11:06
test_cb_4,minimax,0.25608110427856445,01/29/2024, 23:11:06
test_cb_4,minimax,0.29231691360473633,01/29/2024, 23:11:07
test_cb_4,minimax,0.34149813652038574,01/29/2024, 23:11:07
test_cb_4,minimax,0.28110575675964355,01/29/2024, 23:11:07
test_cb_4,minimax,0.47701191902160645,01/29/2024, 23:11:11
test_cb_4,minimax,0.38387393951416016,01/29/2024, 23:11:12
test_cb_4,minimax,0.5219221115112305,01/29/2024, 23:11:12
test_cb_4,minimax,0.46581125259399414,01/29/2024, 23:11:13
test_cb_4,minimax,0.5272958278656006,01/29/2024, 23:11:13
mass_24_1.0,goldilocks,0.2241380214691162,01/30/2024, 09:47:00
mass_24_1.0,goldilocks,0.24003100395202637,01/30/2024, 09:47:01
mass_24_1.0,goldilocks,0.19438791275024414,01/30/2024, 09:47:02
mass_24_1.0,goldilocks,0.19317412376403809,01/30/2024, 09:47:04
mass_24_1.0,goldilocks,0.1915431022644043,01/30/2024, 09:47:05
